,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
6234,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
9732,0,14,0,0,0,20,75,0,0,0,0,14,0,0,89,262,2,146,21,0,0,1,0,1,0,3,0,1,0,6,0,0,2,4,0,0,0,0,0,0,2,264,0
3671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12176,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11367,21,0,19,40,0,0,0,10,0,99,16,0,147,10,0,0,0,0,0,2,0,0,3,0,4,0,1,0,8,0,2,0,0,0,0,24,0,0,91,10,0,0,132
1051,0,14,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,105,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,16,0,0,0,2,0,0
1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3578,0,0,0,0,88,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,0,0,0,0,32,4,29,0,0,0,0,2,0,0,0,80,1,0,0,0,82,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1536,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0
8815,0,0,0,40,0,0,0,10,0,0,16,0,147,0,244,0,0,0,24,0,200,0,0,4,0,0,0,0,0,6,2,0,0,15,0,24,24,1,91,0,0,0,0
6891,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1661,0,0,0,47,0,0,0,11,0,0,0,0,0,0,27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,16,0,0,4,0,0,0,0,0,0
11492,0,0,0,0,88,20,75,0,112,0,0,14,0,0,0,262,2,0,0,0,200,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,264,0
2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6240,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
1894,21,0,16,0,0,0,0,0,0,88,0,0,0,9,0,0,0,274,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,8,0,0,122
498,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12488,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6536,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11366,21,0,19,40,0,0,0,10,0,99,16,0,147,10,0,0,0,0,0,2,0,0,3,0,4,0,1,0,8,0,2,0,0,0,0,24,0,0,91,10,0,0,132
13203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8491,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11513,0,0,0,0,88,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,0,0,0,0,0,9,38,0,0,0,0,9,0,0,0,94,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,0,10,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,99,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,5,1,0,8,1,0,0,0,0,0
10984,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11791,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
